^:<name=ddj footnote=bk>	note
1	Note: Chugou , literally "grass dog" is a straw-made dog-shaped sacrifice used in ancient China. When sacrificing, people treat it very seriously; but once the sacrifice has ended, people treat the straw dogs in a very casual way.
